,name,name_description,name_category,name_gender
2013,Pomir,"Pomir –  staropolskie imię męskie, złożone z członów Po- (""po"" i wiele innych znaczeń) i -mir (""pokój, spokój, dobro"")[1].
",slavic,male
2014,Poliksena,"Poliksena – imię żeńskie pochodzenia greckiego (Πολυξενη), powstało z wyrazów πολλοι (polloi) – ""dużo, wielu"" i ξενοι (xenoi) ""gość, cudzoziemiec"".  Poliksena była córką króla Troi Priama i Hekabe. Patronką w Kościele katolickim jest męczennica żyjąca w Hiszpanii w I w. Imię to było nadawane w Polsce już w XV w.
",greek,female
2015,Polikarp,"Polikarp – imię męskie pochodzenia greckiego. Wywodzi się od słowa polykarpos oznaczającego ""płodny"".
",greek,male
2016,Polidor,"Polidor – imię męskie pochodzenia greckiego, złożone z członów πολυς (polýs) (""wiele"") i δωρον (dōron) (""dar""), co oznacza ""bogato obdarzony""[1]. Postać o imieniu Polidor występuje w mitologii greckiej i literaturze greckiej (imię to nosi ukochany syn Priama). Patronem tego imienia w Kościele katolickim jest św. Polidor Plasden, wspominany razem ze św. Eustacjuszem White'em.
",greek,male
2017,Polieukt,"Polieukt – imię męskie pochodzenia greckiego, złożone ze słów polus – „liczne” i eukhê – „modlitwy”. Istnieje kilku świętych patronów tego imienia, jak Polieukt z Melityny.
",greek,male
2018,Pompejusz,"Pompejusz – imię męskie pochodzenia łacińskiego, wywodzące się od nazwy rodu, która przypuszczalnie pochodzi od liczebnika ""pięć"" w jednym z języków oskijsko-umbryjskich. Wśród patronów – św. Pompejusz, drugi biskup Pawii.
",latin and romanic,male
2019,Poliana,"Poliana, Polianna – imię żeńskie; żeński odpowiednik imienia męskiego, którego patronem jest św. Polian, wspominany razem ze św. Nemezjanem, Datywem, Feliksem, Łucjuszem (Lucjuszem), Wiktorem i Liteuszem (III wiek)[1]. 
",other,female
2020,Pola,"Pola – zdrobnienie imienia Apolonia, od niedawna bywa nadawane jako samodzielne imię. Być może usamodzielniła się pod wpływem pomieszania zdrobnienia Apolonii z imieniem Paula, wymawianym w niektórych językach jako Pola. Wśród imion nadawanych nowo narodzonym dzieciom, Pola zajmuje 17. miejsce w grupie imion żeńskich[1].
",greek,female
2021,Plutarch,"Plutarch (gr. Πλούταρχος) — imię męskie pochodzenia greckiego, złożone z członów plut- (πλουτος, ploutos) — ""bogactwo, dostatek"" i -arch (árchōn) — ""władca, panujący"".
",greek,male
2022,Plautylla,"Plautylla – imię żeńskie, żeński odpowiednik imienia Plaut. Istniało kilka świętych katolickich noszących to imię. 
",other,female
2023,Platonida,"Platonida – imię żeńskie pochodzenia greckiego; forma dzierżawcza od imienia Platon. Znaczeniem tego imienia jest zatem ""córka Platona, kobieta z rodu Platona"". 
",greek,female
2024,Placyda,"Placyda – żeński odpowiednik imienia Placyd. Zdrobnienia to Cytka, Cysia, Platusia. Istnieją święte i błogosławione tego imienia. 
",latin and romanic,female
2025,Piotra,"Piotra - żeński odpowiednik imienia Piotr, chrześcijańskiego imienia męskiego pochodzenia grecko-łacińskiego, wywiedzionego od przydomku Szymona apostoła nadanego mu przez Jezusa Chrystusa (aram. Kefas). Imię 'Πετρος' jest czasami tłumaczone jako 'Skała', co w języku polskim oznacza z reguły wielki kamienny masyw. Polska forma Piotr z ""o"" zamiast ""e"" jest regularną zmianą spowodowaną przez tzw. przegłos polski (por. też np. kościół z łac. castel.)
",latin and romanic,female
2026,Polichroniusz,"Polichroniusz – imię męskie pochodzenia greckiego. Jego patronem jest m.in. biskup Babilonu, męczennik[1].
",greek,male
2027,Pioniusz,"Pioniusz – imię męskie pochodzenia łacińskiego, którego patronem jest św. Pioniusz, kapłan ze Smyrny.
",latin and romanic,male
2028,Piotr,"Piotr – imię męskie pochodzenia grecko-łacińskiego (Petrus); obecnie drugie co do popularności imię w Polsce (po Annie), a pierwsze wśród imion męskich (stan na styczeń 2017 r.), odnotowujące 700 645 nadań[1](są w Polsce także osoby o żeńskim imieniu Piotra). Wśród imion nadawanych nowo narodzonym dzieciom, Piotr w 2017 r. zajmował 16. miejsce w grupie imion męskich[2]. 
",latin and romanic,male
2029,Pius,"Pius – imię męskie pochodzenia łacińskiego. Wywodzi się od słowa oznaczającego „pobożny”, „cnotliwy”. Jako przydomek imię to po raz pierwszy pojawiło się u cesarza rzymskiego Antonina Piusa (138-161). Imię to przyjęło dwunastu papieży.
",latin and romanic,male
2030,Pężyrka,"Pężyrka –  staropolskie imię żeńskie, złożone z członów Pęci- (""droga, wędrówka"") i -żyr-ka (""pokarm, czynność jedzenia, życie""). Mogło oznaczać ""tę, która idzie drogą życia"".
",slavic,female
2031,Polian,"Polian – imię męskie, którego patronem jest św. Polian, wspominany razem ze św. Nemezjanem, Datywem, Feliksem, Łucjuszem (Lucjuszem), Wiktorem i Liteuszem (III wiek).
",other,male
2032,Pia,"Pia – imię żeńskie pochodzenia łacińskiego.
",latin and romanic,female
2033,Placyd,"Placyd — imię męskie pochodzenia łacińskiego. Wywodzi się od łacińskiego przydomka pochodzącego od wyrazu pospolitego placidus, oznaczającego „spokojny, dobrotliwy, łagodny”[1]. Notowane w Polsce co najmniej od 1691 roku[2]. 
",latin and romanic,male
2034,Pękosław,"Pękosław –  staropolskie imię męskie, złożone z członów Pęko- (""pęk, wiązka"", ale pękać się – ""rozpadać się, przestawać być całym"") i -sław (""sława""). Mogło oznaczać ""ten, którego sława jest silna i oparta na wielu czynach"", albo też ""ten, którego sława się rozpada"".
",slavic,male
2035,Pęcisława,"Pęcisława, Pęcsława, Pęcława, Pęsława –  staropolskie imię żeńskie, złożone z członów Pęci- (""droga, wędrówka"") i -sława (""sława""). Oznacza ""ta, która podąża drogą sławy"". Poświadczone w źródłach jako Pęcisława (1265), Pęćsława (1265), Pęsława (1310).
",slavic,female
2036,Petroniusz,"Petroniusz – imię męskie pochodzenia łacińskiego. Pochodzi od rzymskiego nazwiska rodowego Petroniuszy (gens Petronia), przy czym nazwa rodu Petronia jest związana prawdopodobnie z etruskim petruni o nieustalonym znaczeniu[1]. Petroniusz jest nadawany w Polsce co najmniej od pierwszej poł. XIX wieku[2]. Istnieje trzech świętych katolickich o tym imieniu[3].
",latin and romanic,male
2037,Petronia,"Petronia — żeński odpowiednik imienia Petroniusz
",latin and romanic,female
2038,Pękosława,"Pękosława –  staropolskie imię żeńskie, złożone z członów Pęko- (""pęk, wiązka"", ale pękać się – ""rozpadać się, przestawać być całym"") i -sława (""sława""). Mogło oznaczać ""ta, której sława jest silna i oparta na wielu czynach"", albo też ""ta, której sława się rozpada"".
",slavic,female
2039,Platon,"Platon – imię męskie pochodzenia greckiego oznaczający ""barczysty"". Przydomkiem tym nazwano filozofa Arystoklesa znanego jako Platon z Aten. Patronami tego imienia jest kilku świętych. Od Platona pochodzi żeńskie imię Platonida.
",greek,male
2040,Peregryn,"Peregryn – imię męskie pochodzenia łacińskiego, oznaczające „ten, który podróżuje”. Wśród patronów – św. Peregryn, męczennik (II wiek); św. Peregryn, biskup Auxerre (+ 304); św. Peregryn Laziosi – patron chorych na raka.
",latin and romanic,male
2041,Petronela,"Petronela – imię żeńskie, pierwotnie będące formą zdrobniałą imienia Petronia.
",latin and romanic,female
2042,Pełczybog,"Pełczybog –  staropolskie imię męskie, złożone z członów Pełczy- (""regimentu wojska, pułku"") i -bog (""Bóg"", ale pierwotnie ""los, dola, szczęście""). Mogło oznaczać ""ten, który szczęśliwie dowodzi pułkiem"".
",slavic,male
2043,Penelopa,"Penelopa – imię żeńskie greckiego pochodzenia, wywodzące się od greckiego πηνελοψ (gatunek kaczki). Patronką tego imienia w Kościele katolickim jest św. Penelopa, żyjąca w IV wieku.
",greek,female
2044,Perpetua,"Perpetua – imię żeńskie pochodzenia łacińskiego. Wywodzi się od wyrazu pospolitego perpetuus oznaczającego ""nieprzerwany, ciągły""[1] . W Polsce imię to jest notowane co najmniej od 1621 roku[2], jednakże poza kręgami zakonnymi nie występuje[3].  
",latin and romanic,female
2045,Pęcisław,"Pęcisław, Pęcsław, Pęcław, Pęsław –  staropolskie imię męskie, złożone z członów Pęci- (""droga, wędrówka"") i -sław (""sława""). Oznacza ""ten, który podąża drogą sławy"".
",slavic,male
2046,Pelina,"Pelina – imię żeńskie; żeński odpowiednik imienia Pelin. Jego patronem jest św. Pelin, zm. w 361 r., pod rządami Juliana Apostaty. 
",latin and romanic,female
2047,Pelin,"Pelin – imię męskie pochodzenia łacińskiego, utworzone z gr. przymiotnika pélinos — ""ciemny, czarny, Murzyn"". Patronem tego imienia jest św. Pelin, biskup Brindisi, zm. w 361 r., pod rządami Juliana Apostaty. 
",latin and romanic,male
2048,Paweł,"Paweł – imię męskie pochodzenia łacińskiego (Paulus), należące do niedużej grupy najstarszych imion rzymskich (imion właściwych, praenomen, por. Marek, Tyberiusz, Tytus). Już w epoce klasycznej zaczął on także występować w funkcji przydomka (cognomen)[1]. Paulus oznacza „mały”, „drobny”[2]. Imię to należało i należy do najpopularniejszych w całym świecie chrześcijańskim, nosiło je około sześćdziesięciu świętych[3]. Wśród imion nadawanych nowo narodzonym dzieciom, Paweł w 2017 r. zajmował 41. miejsce w grupie imion męskich[4]. W całej populacji Polaków Paweł zajmował w 2017 r. 6. miejsce (513 654 nadań)[5].
",latin and romanic,male
2049,Paulina,"Paulina – żeński odpowiednik imienia Paulin. Oznacza ""należąca do Pawła"", lub ""pochodząca od Pawła"". Pochodzi od imienia Paula, które może być dla niego również zdrobnieniem. 
",latin and romanic,female
2050,Paulin,"Paulin - imię męskie pochodzenia łacińskiego, utworzone od imienia Paulus (Paweł) i oznaczające ""należący do Paulusa, pochodzący od Paulusa"". Imię to jest znane w Polsce od 1230 roku. Wśród świętych o tym imieniu - m.in. św. Paulin z Noli, biskup.
",latin and romanic,male
2051,Perpet,"Perpet, również Perpetuus – imię męskie pochodzenia łacińskiego. Wywodzi się od słowa perpetuus oznaczającego ""stały, niezmienny"". Patronem tego imienia jest św. Perpet, biskup Tours[1]. 
",latin and romanic,male
2052,Pelagia,"Pelagia – żeńskie imię pochodzenia greckiego, pochodzące od gr. przymiotnika pelagios, żeński odpowiednik Pelagiusza[1].
",greek,female
2053,Paula,"Paula – żeński odpowiednik imienia Paweł. W staropolskich dokumentach zapisano je około 1265 roku. Imię zyskało większą popularność w latach 80 i 90 XX wieku. Od niej powstało imię Paulina, dla której Paula może także służyć jako zdrobnienie. Wśród imion nadawanych nowo narodzonym dzieciom, Paula w 2017 r. zajmowała 138. miejsce w grupie imion żeńskich[1]. 
",latin and romanic,female
2054,Patrycjusz,"Patrycjusz — imię męskie pochodzenia łacińskiego. Wywodzi się od słowa patricius oznaczającego ""szlachetnie urodzony, patrycjuszowski"". Jego obocznymi wariantami są Patrycy i Patryk, a żeńskim odpowiednikiem – Patrycja.
",latin and romanic,male
2055,Patryk,"Patryk – oboczna, skrócona wersja imienia Patrycjusz. Jeszcze innym wariantem tego imienia jest Patrycy. Pochodzenie i znaczenie: łacińskie: patricius – patrycjuszowski, szlachecki, szlachetnie urodzony. Forma żeńska to Patrycja.
",latin and romanic,female
2056,Patrycja,"Patrycja – imię żeńskie pochodzenia łacińskiego, żeński odpowiednik męskich imion Patrycjusz, Patrycy, Patryk. Oznacza ""szlachetnie urodzona, patrycjuszowska"". Wśród imion nadawanych nowo narodzonym dzieciom, Patrycja w 2017 r. zajmowała 58. miejsce w grupie imion żeńskich[1]. W całej populacji Polek Patrycja zajmowała w 2017 r. 41. miejsce (166 497 nadań)[2].
",latin and romanic,female
2057,Patrycy,"Patrycy jest to oboczna forma imienia Patryk i Patrycjusz. 
",latin and romanic,male
2058,Pelagiusz,"Pelagiusz – imię męskie pochodzenia greckiego. Wywodzi się od słowa oznaczającego ""marynarz"".
",greek,male
2059,Patrokles,"Patrokles — imię męskie pochodzenia greckiego, od Πατροκλος (Patroklos), co oznacza ""chwała ojca"", będą złożone z πατρος (patros) ""ojca, ojcowska"" i κλεος (kleos) ""chwała, sława"". Patronem tego imienia jest m.in św. Patrokles z Troyes. 
",greek,male
2060,Potapiusz,"Patapiusz, Potapiusz – imię męskie pochodzenia łacińskiego, oznaczające ""miłosierny, łagodny"". Wśród patronów tego imienia — św. Patapiusz, pustelnik (VI wiek). 
",latin and romanic,male
2061,Paschazy,"Paschazy, również Paschazjusz[1] — zlatynizowane męskie imię (łac. Paschasius od wyrazu pascha),  pochodzenia hebrajskiego od wyrazu Pesach (pascha). 
",hebrew,male
2062,Paschalis,"Paschalis — imię męskie pochodzenia greckiego[1], następnie łacińskiego, oznaczającego Wielkanoc. Wywodzi się od aramejskiego[2] , słowa ""pascha"" lub też hebrajskiego Pesach oznaczającego żydowskie święto wyjścia, upamiętniające opuszczenie Egiptu i początek drogi do Ziemi Obiecanej, także przypadającego w znaną już wcześniej Paschę. Paschalis jest polskim odpowiednikiem francuskiego imienia Pascal[3].
",greek,male
2063,Paschalina,"Paschalina – imię żeńskie pochodzenia łacińskiego, żeński odpowiednik męskiego imienia Paschalis. Wywodzi się od słowa „pascha” oznaczającego Wielkanoc. W swych korzeniach sięga hebrajskiego pesah oznaczającego żydowskie święto wyjścia, upamiętniające opuszczenie Egiptu i początek drogi do Ziemi Obiecanej.
",latin and romanic,female
2064,Paryzjusz,"Paryzjusz – imię męskie pochodzące od nazwy celtyckiego plemienia Parisii lub wywodzącej się od niej nazwy miasta Paryż. Patronem tego imienia jest św. Paryzjusz z Treviso (XII/XIII wiek). 
",other,male
2065,Uściwoj,"Uściwoj – staropolskie imię męskie. Składa się z członu Uści- (""pobudzać"") i -woj (""wojownik""). Może zatem oznaczać ""ten, który inspiruje wojowników"". 
",slavic,male
2066,Urszula,"Urszula – imię żeńskie pochodzenia łacińskiego, od łacińskiego przydomka Ursula, który stanowi zdrobnienie od wyrazu pospolitego[1] ursa (niedźwiedzica); można je zatem tłumaczyć jako ""niedźwiedziczka""[2]. W Polsce imię to notowano od XIV wieku w formie Urszula (od 1367) i Orszula (także od 1367)[3], a także łacińskiej Ursula. Możliwe staropolskie zdrobnienia: Ula; z łac. przyrostkiem: Ulita, wschodniosł.: Ulicha[4]. Przez stulecia imię Urszula było rzadkie, a w XIX wieku uchodziło za staromodne i pretensjonalne. Popularność zyskało w XX wieku[2]. 
",latin and romanic,female
2067,Ursyn,"Ursyn – imię męskie, wtórne cognomen utworzone  od łacińskiego ursus, czyli ""niedźwiedź"", przez dodanie przyrostka -inus . Patronem tego imienia jest św. Ursyn, pierwszy biskup Bourges (żył około 300 roku)[1].Pierwsze zapisy tego imienia w Polsce datują się na 1496 rok. Od Ursyna pochodzi nazwa warszawskiej dzielnicy Ursynów.
",latin and romanic,male
2068,Ursycyn,"Ursycyn — imię męskie pochodzenia łacińskiego, pierwotnie przydomek utworzony za pomocą przyrostka -icinus (wskazujacego na przynależność, pochodzenie lub zdrobnienie) od formy Ursius (Ursjusz), wywodzącej się od Ursus, czyli ""niedźwiedź"". W Kościele katolickim istnieje dziewięciu patronów tego imienia[1].
",latin and romanic,male
2069,Ursus,"Ursus – imię męskie pochodzenia łacińskiego. Wywodzi się od wyrazu ursus oznaczającego ""niedźwiedź"". W językach skandynawskich jego odpowiednikiem jest Björn, który cieszy się sporą popularnością. Najwięcej osób nosi to imię w Szwecji (61 099 2006[1]). W Norwegii imię to jest trzecim co do popularności imieniem (nosi je 40 537 osób[2]). Wśród patronów tego imienia - św. Ursus, męczennik i św. Ursus, biskup (VI wiek)[3].
",latin and romanic,male
2070,Urban,"Urban – imię męskie pochodzenia łacińskiego. Wywodzi się od słowa oznaczającego ""mieszczanin"".
",latin and romanic,male
2071,Uniewit,"Uniewit – staropolskie imię męskie, złożone z członów Unie- (""lepszy"") i -wit (""pan, władca""). Mogło mieć charakter życzący i oznaczać ""tego, który będzie panem lepszym niż inni"".
",slavic,male
2072,Uniesława,"Uniesława, Unisława – staropolskie imię żeńskie. Składa się z członu Unie- (""lepszy"") -sława (""sława"").  Oznacza ""ta, która cieszy się najlepszą sławą"". Męski odpowiednik – Uniesław, Unisław, Huniesław, Juniesław.
",slavic,male
2073,Uniesław,"Uniesław, Unisław, Huniesław, Juniesław – staropolskie imię męskie.Składa się z członu Unie- (""lepszy"") -sław (""sława"").  Oznacza ""ten, który cieszy się najlepszą sławą"". Żeński odpowiednik – Uniesława, Unisława.
",slavic,male
2074,Uniemysł,"Uniemysł – staropolskie imię męskie. Składa się z członu Unie- (""lepszy"") -mysł (""myśleć""). Może zatem oznaczać ""ten, który ma jaśniejszy umysł (od innych)""; ""ten, który ma dobre myśli"".
",slavic,male
2075,Uniemir,"Uniemir, Unimir, Huniemir – staropolskie imię męskie. Składa się z członu Unie- (""lepszy"") -mir (""pokój, spokój, dobro""). Może zatem oznaczać ""ten, który zapewnia jeszcze lepszy ład i pokój"".
",slavic,male
2076,Uniegost,"Uniegost – staropolskie imię męskie. Składa się z członu Unie- (""lepszy"") -gost (""podejmować kogoś, gościć""). Może zatem oznaczać ""ten, który lepiej (niż inni) podejmuje gości"". 
",slavic,male
2077,Uniedrog,"Uniedrog lub Unidróg – książę obodrycki panujący w pierwszej połowie XI wieku.
",slavic,male
2078,Unieboż,"Unieboż, *Uniebog — staropolskie imię męskie. Składa się z członu Unie- (""lepszy"") -boż (""Bóg"", ale pierwotnie ""los, dola, szczęście""). Pierwotna forma tego imienia najprawdopodobniej brzmi Uniebog, zaś forma Unieboż jest zapisem imienia zdrobniałego, uformowanego przy użyciu przyrostka -jь, pod wpływem którego wygłosowe -g z początkowego *Uniebog przeszło w -ż[1]. Imię to mogło oznaczać ""ten, co ma lepszy (od innych) los"". 
",slavic,male
2079,Ulryka,"Ulryka - żeński odpowiednik imienia Ulryk.
",german,female
2080,Hunold,"Hunold – imię męskie pochodzenia germańskiego, złożone z członów Hun-: stsas., stwniem. – ""Hun"";  śrwniem. Hiune; hiune – ""Hun, Węgier; olbrzym, gigant"", oraz -wald, co w drugim członie stanowi skrócenie od -waldaz – ""panujący, rządzący"" (-old jest formą starosaksońską tego członu). 
",german,male
2081,Ubysława,"Ubysława, Hubysława – staropolskie imię żeńskie. Składa się z członu Uby- (""ubyć, ubywać"") -sława (""sława"").  Może oznaczać ""ta, która pomniejsza sławę"", lub ""ta, której pojawienie się na świecie wiąże się z gorszą sławą"". Męski odpowiednik – Ubysław, Hubysław.
",slavic,male
2082,Ubysław,"Ubysław, Hubysław – staropolskie imię męskie. Składa się z członu Uby- (""ubyć, ubywać"") -sław (""sława"").  Może oznaczać ""ten, który pomniejsza sławę"", lub ""ten, którego pojawienie się na świecie wiąże się z gorszą sławą"". Żeński odpowiednik – Ubysława, Hubysława.
",slavic,male
2083,Ubald,"Ubald, Hubald – imię męskie pochodzenia germańskiego. Powstało ze słów hyg i bald, a oznacza ""silny ratownik"". Patronami imienia są św. Ubald, biskup Gubbio (†1160) i św. Umbald Adimari (†1315).
",german,male
2084,Unierad,"Unierad, Unirad — staropolskie imię męskie. Składa się z członu Unie- (""lepszy"") -rad (""radosny, zadowolony""). Może zatem oznaczać ""ten, który jest bardziej (niż inni) zadowolony i szczęśliwy"", ""ten, który ma więcej powodów do zadowolenia (niż inni)"". Notowane w Polsce od średniowiecza. Niektóre możliwe staropolskie zdrobnienia: Uniej, Uniema (masc.), Unima (masc.), Unimka (masc.), Unka (masc.), Unko, Uno, Unoch, Unosz, Unylec (wschsłow.)[1].  
",slavic,male
2085,Partenia,"Partenia — imię żeńskie[1], żeński odpowiednik imienia Parteniusz, pochodzącego od gr. przymiotnika parthénios, co oznacza ""panieński, dziewiczy, czysty, niewinny"". 
",greek,female
2086,Parsifal,"Parsifal (pɜrsɨvəl, Percival, Perceval, Parsiwal, Parzival) — imię męskie pochodzenia starowalijskiego. Zdrobnienie od imienia Percival to Percy[1].
",other,male
2087,Parascewa,"Parascewa – (gr. Παρασκευή, Paraskeuē – dosł. „przygotowanie”, także „piątek”, czyli dzień przygotowania do szabatu) – imię żeńskie pochodzenia greckiego, oznaczające dzień przygotowywania się do święta. Posiada liczne zdrobnienia i formy oboczne – Paraskiewia, Praskowia, Prascewa, Prascewia, Paraska, Pasza. Niezwykle popularne było niegdyś na Ukrainie, nieco mniej w Rosji. Parascewa imieniny obchodzi 20 marca, 26 lipca, 14 października, 28 października, 12 listopada i 23 listopada.
",greek,female
2088,Paramon,"Paramon – imię męskie pochodzenia greckiego, gr. Παραμονος. Wywodzi się od słowa παραμονη (paramone) oznaczającego  ""stałość, wytrzymałość"". Wśród patronów - św. Paramon (III wiek).
",greek,male
2089,Pankracy,"Pankracy – imię męskie pochodzenia greckiego. Oznacza „wszechmocny”, a powstało przez złożenie greckiego słowa παν (pan) – „wszystko, wszech-” i κρατος (kratos) „moc, siła”. W chrześcijaństwie prawosławnym imię to używane jest jako przydomek Chrystusa; posiada ono również swojego świętego patrona.
",greek,male
2090,Papiasz,"Papiasz – imię męskie pochodzenia greckiego (Παπίας). Wśród patronów - św. Papiasz, męczennik (II wiek)[1].
",greek,male
2091,Ulryk,"Ulryk – imię męskie pochodzenia germańskiego, jako skrócona, oboczna forma imienia Udalryk[1]. Wywodzi się od słowa oznaczającego ""pochodzący z bogatego rodu"".
",german,male
2092,Udalryk,"Udalryk — imię męskie pochodzenia germańskiego, od Hulderich, złożonego z elementów: hultha — ""łaskawy"" i ric — ""potęga, władza"".
",german,male
2093,Paloma,"Paloma – imię żeńskie pochodzenia hiszpańskiego. Wywodzi się od słowa paloma oznaczającego ""gołąb"".
",latin and romanic,female
2094,Palmira,"Palmira - imię żeńskie pochodzenia semickiego. W Polsce występuje bardzo rzadko.
",hebrew,female
2095,Palemona,"Palemona – imię żeńskie pochodzenia greckiego; żeński odpowiednik imienia Palemon, którego patronem jest pustelnik z czasów cesarza Dioklecjana, przyjaciel i mistrz św. Pachomiusza. 
",greek,female
2096,Palemon,"Palemon – imię męskie pochodzenia greckiego, którego patronem jest pustelnik z czasów cesarza Dioklecjana, przyjaciel i mistrz św. Pachomiusza. 
",greek,male
2097,Paladiusz,"Paladiusz — imię męskie pochodzenia grecko-łacińskiego, od przydomka Ateny Pallada (Pallas): ""ten, kto trzyma lancę"". Wśród patronów tego imienia - św. Palladiusz z Auxerre, biskup (VII wiek). 
",latin and romanic,male
2098,Pakosław,"Pakosław –  starosłowiańskie imię męskie, złożone z członów Pako- („znów, więcej”) i -sław („sława”). Mogło oznaczać „ten, który chce (ma) więcej sławy”[1]. Ros. odpow. Пакослав.
",slavic,male
2099,Pacyfik,"Pacyfik – imię męskie pochodzenia łacińskiego, oznaczające ""ten, który zaprowadza pokój"". Pod tym imieniem znanych jest wielu świętych katolickich, m.in. św. Pacyfik z San Severino[1].
",latin and romanic,male
2100,Pamela,"Pamela - imię żeńskie pochodzenia literackiego, wymyślone przez XVI-wiecznego poetę Philipa Sidneya na użytek poematu Arkadia.
",other,female
2101,Żywila,"Żywila – imię żeńskie pochodzenia literackiego. Tytułowa postać wczesnego utworu Adama Mickiewicza, jak również opartej na nim opery Alojzego Dworzaczka z librettem Bronisławy Wilkoszewskiej (premiera 12 maja 1926). Prawdopodobnie powstało jako kontaminacja wymienionych w Kronice Stryjkowskiego imion dwóch pogańskich bóstw: Żywie, bóstwa — wiatru, oraz Zizilii, bogini stanowiącej odpowiednik Wenery[1].
",other,female
2102,Żywia,"Żywia – imię żeńskie[1] pochodzenia słowiańskiego. Imię pochodzi od Żywii, słowiańskiej bogini życia, płodności i wiosny[2].
",slavic,female
2103,Uriel,"Uriel – imię męskie pochodzenia hebrajskiego, oznaczające „mój ogień” lub „moim światłem jest Bóg”[1]. Najbardziej znaną postacią o tym imieniu jest jeden z czterech archaniołów. Uriel jest imieniem nadawanym w Polsce od średniowiecza, notowane w formie Uryjel[2].
",hebrew,male
2104,Żelisław,"Żelisław – staropolskie imię męskie. Składa się z członów: Żeli- (""pragnąć"") i -sław (""sława""), czyli ""pragnący sławy"".
",slavic,male
2105,Żegota,"Żegota – imię męskie pochodzenia słowiańskiego.
Wywodzi się od słowa żec (czyli „palić”). Imię Żegota uważane jest często za polskie tłumaczenie imienia Ignacy (ze względu na podobieństwo znaczeniowe do łacińskiego ignis – „ogień”). Pojawiło się w polskich zapisach już w 1212 roku, a więc ponad sto lat wcześniej niż Ignacy, dlatego można sądzić, że imiona te powstały niezależnie od siebie.
",slavic,male
2106,Żelibrat,"Żelibrat - staropolskie imię męskie. Składa się z członu Żeli- (""pragnąć"") i -brat, dalszy krewny, członek wspólnoty rodowej[1], czyli oznacza ""ten, który pragnie brata"".
",slavic,male
2107,Balladyna,"Balladyna – imię żeńskie pochodzenia literackiego, imię tytułowej bohaterki dramatu romantycznego Juliusza Słowackiego Balladyna.
",other,female
2108,Barbacy,"Barbacy, Barbat – imię męskie[1] pochodzenia łacińskiego, pierwotnie przydomek. Oznacza ""brodacz"", ""brodaty"". W dawnych polskich dokumentach Barbatus pojawia się jako przydomek Henryka Brodatego[2]. 
",latin and romanic,male
2109,Barbacjan,"Barbacjan — imię męskie pochodzenia łacińskiego, oznaczające ""pochodzący od Barbata, należący do Barbata"". Patronem tego imienia jest św. Barbacjan, kapłan z Rawenny.
",latin and romanic,male
2110,Barabasz,"Barabasz – w Nowym Testamencie współwięzień Jezusa, tak jak on kandydat do amnestii z okazji święta Paschy. Barabasz został uwolniony, a Chrystus skazany na ukrzyżowanie.
",hebrew,male
2111,Baltazar,"Baltazar – biblijny zapis akadyjskiego imienia Bēl-šar-ușur (tłum. „(boże) Belu króla strzeż!”), noszonego przez syna babilońskiego króla Nabonida (biblijny Baltazar). Imię Baltazar pochodzi od greckiego bosileus i oznaczało króla[1].
",greek,male
2112,Baldomera,"Baldomera – imię żeńskie pochodzenia germańskiego, złożone z elementów
bald – ""śmiała, odważna"" i meri – ""sławna"". Patronem tego imienia jest św. Baldomer z Lyonu.
",german,female
2113,Balbina,"Balbina – żeński odpowiednik imienia Balbin.
",latin and romanic,female
2114,Balbin,"Balbin (łac. balbinus[1] – jąkała) – imię męskie pochodzenia łacińskiego[2].
",latin and romanic,male
2115,Abercjusz,"Abercjusz – imię męskie pochodzenia łacińskiego. Nosił je Abercius Marcellus, biskup Hierapolis, żyjący w III wieku n.e.
",latin and romanic,male
2116,Abdon,"Abdon – imię męskie pochodzenia biblijnego. Wywodzi się z hebrajskiego słowa oznaczającego ""sługa"". Nosił je święty Abdon żyjący w II lub III wieku. Abdon imieniny obchodzi 30 lipca.[potrzebny przypis]
",hebrew,male
2117,Abelard,"Abelard – imię męskie pochodzenia francuskiego oznaczające: ""pszczelarz"".
",latin and romanic,male
2118,Amalgunda,"Amalgunda - imię żeńskie, pochodzenia starogermańskiego, gdzie amal oznacza dzielna, a gund - ""walka"". 
",german,female
2119,Amalberga,"Amalberga – imię żeńskie pochodzenia germańskiego. Powstało ono ze staro-wysoko-niemieckich słów amal – ""dzielna"" oraz burg o znaczeniu ""ochraniać, chronić"".
",german,female
2120,Amadeusz,"Amadeusz lub Amedeusz – imię męskie pochodzące od łacińskiego imienia Amadeus, powstałego w kręgach zakonnych. Wywodzi się od słów amo, are, 'kochać', oraz Deus, 'Bóg' co oznacza „kochający Boga”. Popularne w Sabaudii[1].
",latin and romanic,male
2121,Abbon,"Abbon, Abbo – imię męskie pochodzenia germańskiego – Adalburg, Alburg lub hebrajskiego – obhad (niewolnik).
",german,male
2122,Apollina,"Apollina, Apolina – imię żeńskie pochodzenia greckiego, od imienia boga Apollona. Patronką tego imienia jest św. Apollina, zm. w 249 roku w Aleksandrii. 
",greek,female
2123,Apolinary,"Apolinary – męskie imię pochodzenia greckiego, powstałe od imienia boga Apollina[1].
",greek,male
2124,Amadea,"Amadea – żeński odpowiednik łacińskiego imienia Amadeusz, powstałego w kręgach zakonnych w średniowieczu[1]. Oznacza ""kochającą Boga"". Podobne znaczenie ma Teofila. 
",latin and romanic,female
